Review,Rating,Review_clean,sentiment
"Great fit, comfortable",5,great fit comfortable,0.872
"Lovely, runs looser than expected",4,lovely run loose expect,0.3612
I am 5’6” and way too long.,3,56 way long,0.0
fake Hanes,2,fake hane,-0.4767
Another deletta beauty,4,deletta beauty,0.5859
Stylish lucsiously soft sweater!,4,stylish lucsiously soft sweater,0.0
Right Color Wrong Fit,4,right color wrong fit,-0.1531
Its OK but not for me,3,ok,0.296
Zip hoodie not a pullover,4,zip hoodie pullover,0.0
wrinkles!,3,wrinkle,0.0
We have a winner,5,winner,0.5859
What you expect,4,expect,0.0
NOT true to size at all,1,true size,0.4215
Fun for winter,4,fun winter,0.5106
It is not soft and it runs very smalll.,2,soft run smalll,0.0
Love these shorts,5,love short,0.6369
After a few washes the fleece is shedding,1,wash fleece shed,0.0
Love the color and fabric,4,love color fabric,0.6369
Expect the unexpected,5,expect unexpected,0.0
I like this!,4,like,0.3612
Mumsy,2,mumsy,0.0
"If you have any ""bust"" not for you!",2,bust,0.0
Little longer than I expected,4,little long expect,0.0
Loses its color,1,lose color,-0.4019
"A bit large, especially waist band.",3,bit large especially waist band,0.0
Barely covered my bum,2,barely cover bum,0.0
Not for petite,3,petite,0.0
"Cute top, but back is more of a jersey material",4,cute jersey material,0.4588
These stretch out horribly,2,stretch horribly,-0.5267
"Less than ""just okay""",1,okay,0.2263
"Cute, but clumsy",3,cute clumsy,0.4588
Butt pockets make my butt look flat.,3,butt pocket butt look flat,0.0
Cute but sent back,3,cute send,0.4588
Not well cut,3,cut,-0.2732
I loved the dress!,4,love dress,0.6369
Too peasanty,3,peasanty,0.0
"The material Is well made, but I need a large not a medium.",4,material need large medium,0.0
Color wasn’t what I was expecting,4,color not expect,0.0
not good product,3,good product,0.4404
Used and Unwashed,2,unwashe,0.0
"Lightweight sweater, runs a bit large",4,lightweight sweater run bit large,0.0
Great casual or dressy top,4,great casual dressy,0.7096
Great for beach & summer holidays,4,great beach   summer holiday,0.7783
Not recommended for girls with curves,2,recommend girl curve,0.3612
Shrank!,3,shrank,0.0
Comfortable meets cute,4,comfortable meet cute,0.743
Easy to use.,5,easy use,0.4404
Elastic on pant legs too tight,4,elastic pant leg tight,0.0
Deceptively true to size and flattering,4,deceptively true size flattering,0.6249
returned to you,1,return,0.0
Material is eh.,3,material eh,0.0
Too long for petite me,3,long petite,0.0
Asymetric draping,4,asymetric drape,0.0
Nice and vibrant,5,nice vibrant,0.7351
Excellent Quality---as Flattering as it Seems in the Video!,5,excellent qualityas flattering video,0.7184
"Looks like pajamas, tight in the underarms",3,look like pajama tight underarm,0.3612
REALLY heavy,1,heavy,0.0
very poor quality,1,poor quality,-0.4767
Dress looks like it's made of cheap material,3,dress look like cheap material,0.3612
"Blazer was just what I wanted,just very small fiting,fit more like a large than an Xlarge,returned",2,blazer wantedjust small fitingfit like large xlargereturne,0.3612
Difficult to get in-and-out of....,3,difficult inandout,-0.3612
Tall husband loves it,5,tall husband love,0.6369
Have bought these numerous times,5,buy numerous time,0.0
"Beautiful, versatile skirt",5,beautiful versatile skirt,0.5994
Dirty suit! It has stain on it! Looks like it was used.,1,dirty suit stain look like,-0.1027
Bottom not flared enough,4,flare,0.0
Is Ok but quality is not as used to be,3,ok quality,0.296
Shorter than on model,3,short model,0.0
Bought for running,4,buy run,0.0
"Looks like pajamas, tight in the underarms",3,look like pajama tight underarm,0.3612
Defective!,2,defective,-0.4404
So perfect if only the sides did not cut up,3,perfect side cut,0.3818
Description is different that described and sizing,1,description different describe size,0.0
Very soft but closed fly,4,soft closed fly,0.0
Odd Fit,2,odd fit,0.0516
This is the lbd you need!,5,lbd need,0.0
"Soft, Cuddly and Great Fit 👍",5,soft cuddly great fit,0.765
No way,1,way,0.0
All button fly. No zipper!,3,button fly zipper,0.0
Do not purchase,1,purchase,0.0
Fits a little large. The orange is traffic cone orange!,3,fit little large orange traffic cone orange,0.3612
Sudo pockets?,3,sudo pocket,0.0
No ruffle but cute,3,ruffle cute,0.4588
Utter crap!,1,utter crap,-0.4391
Better than expected.,5,well expect,0.2732
"Love style, need different color",4,love style need different color,0.6369
Came defective,1,come defective,-0.4404
No me subía demasiado pequeño,1,subía demasiado pequeño,0.0
Odd...,3,odd,-0.3182
DIDN'T FIT RIGHT,3,not fit right,-0.2755
Permanent creases in fabric.,1,permanent crease fabric,0.0
"Beautiful dress, disappointing fit",4,beautiful dress disappointing fit,0.4939
Just the right weight without the bulk,4,right weight bulk,0.0
Not a kimono.,1,kimono,0.0
Comfortable sweater,5,comfortable sweater,0.5106
Don’t buy it,2,not buy,0.0
"It's a great top. Looks nice, is soft, BUT",4,great look nice soft,0.7845
cute comfy sweater,4,cute comfy sweater,0.4588
size not right,3,size right,0.0
Amazing pants/leggings,5,amazing pantslegging,0.5859
They don’t stretch?,2,not stretch,0.0
The fabric is not the best quality.,1,fabric good quality,0.4404
Not great in person...,2,great person,0.6249
Great design but too long,3,great design long,0.6249
Seriously my favorite jacket. It goes with everything!,5,seriously favorite jacket go,0.3182
Very comfortable and great quality,5,comfortable great quality,0.8126
Love the fit!!,5,love fit,0.7717
Elorn will be worn,4,elorn wear,0.0
Tight in the waist,2,tight waist,0.0
Shorter,4,short,0.0
It’s GREAT!,5,great,0.6249
"Decent pants, sizing is terrible.",2,decent pant size terrible,-0.4767
Satisfied buyer,5,satisfied buyer,0.4215
Great pair of black skinny jeans,5,great pair black skinny jean,0.6249
Fit is off,3,fit,0.3612
Quite soft but prone to pilling,4,soft prone pille,0.0
Beautiful summer frock,4,beautiful summer frock,0.5994
Not a medium more like a child's small,1,medium like child small,0.3612
For the price!,3,price,0.0
Defective!,2,defective,-0.4404
Fitted cargos with cute details,4,fit cargo cute detail,0.6705
This is definitely a winter cardigan,3,definitely winter cardigan,0.4019
"Runs slightly fitted so, order next size larger",5,run slightly fit order size large,0.2975
A medium is like an XXL,1,medium like xxl,0.3612
Panama Jungle Pants -- A Great Buy,4,panama jungle pant   great buy,0.6249
Too much extra material.,3,extra material,0.0
size smaller than what the tag says,1,size small tag say,0.0
LONG LEGS,4,long leg,0.0
Comfortable and easy wearing shirts,4,comfortable easy wear shirt,0.7351
In love!! best buy of the year,5,love good buy year,0.7964
This is unusual and very pretty...,4,unusual pretty,0.4939
It works for me,3,work,0.0
Really good quality for reasonable price,5,good quality reasonable price,0.4404
Gonna love it with my coffee,5,go to love coffee,0.6369
Button will not stay closed but beautiful dress,4,button stay closed beautiful dress,0.5994
Muy buen producto,5,muy buen producto,0.0
I love the cut and fit. Pattern is different though,2,love cut fit pattern different,0.6808
No ruffle but cute,3,ruffle cute,0.4588
A little short....,4,little short,0.0
"Really cute shirt, but don't upsize",5,cute shirt not upsize,0.4588
Nice drape!,4,nice drape,0.4215
Not flattering for big-bellied women,3,flattering bigbellied woman,0.3182
Unexceptable Leg Markings on My New Pants,1,unexceptable leg marking new pant,0.0
Not the right color,1,right color,0.0
Kinda long,4,kinda long,0.0
Good for work,4,good work,0.4404
Not for us chesty girls!,3,chesty girl,0.0
It just wasn't perfectly cozy,4,not perfectly cozy,-0.5216
How I look in the blazer.,1,look blazer,0.0
"Wants to be modern, but didnt get there.",4,want modern not,0.0772
Gorgeous big floral,4,gorgeous big floral,0.6124
A staple in my wardrobe,5,staple wardrobe,0.0
Cute but Small,3,cute small,0.4588
Buena chaqueta,5,buena chaqueta,0.0
"Simple cotton, runs large",3,simple cotton run large,0.0
"Nice material, but thin and didnt seem supportive",3,nice material thin not supportive,0.2292
Never got my refund,1,get refund,0.0
"Lovely top, not lovely shape",3,lovely lovely shape,0.8225
Not what it looks like,2,look like,0.3612
The white is a bit greyish,3,white bit greyish,0.0
The front is awkward,3,awkward,-0.1531
Great casual summer sweater,4,great casual summer sweater,0.7096
Not good fit for stumpies,4,good fit stumpie,0.6597
Cute thin sheath type tank,3,cute thin sheath type tank,0.4588
Major comfort (physical/mental),4,major comfort physicalmental,0.4201
Great shirt for casual jeans or dressed up with a skirt,4,great shirt casual jean dress skirt,0.7096
Ordered tall. Not tall!!,3,order tall tall,0.0
Material not the strongest but good for price,4,material strong good price,0.7351
Always receive a complement when i wear this,4,receive complement wear,0.0
Too long and too tight.,1,long tight,0.0
Dramatic in every way,4,dramatic way,0.0
It's okay,3,okay,0.2263
Okay quality,3,okay quality,0.2263
These are not the same as Chubbies site,1,chubbie site,0.0
Too big. Arrived in 2 different sizes,1,big arrive 2 different size,0.0
"Felt stiff, not soft",2,feel stiff soft,0.0
Sabor agridulce!,2,sabor agridulce,0.0
Really liked them until they ripped in the crotch after 4 months!,2,like rip crotch 4 month,0.3612
Confused by all the good reviews,1,confuse good review,0.25
Poor Stitch Quality,3,poor stitch quality,-0.4767
Gorgeous dress - but a little heavy for a hot day,5,gorgeous dress   little heavy hot day,0.6124
"Notfor ""squat"" thighs",3,notfor squat thigh,0.0
Be careful what you wish for !,3,careful wish,0.5106
Waist runs big,2,waist run big,0.0
Very high-rise,2,highrise,0.0
Quality questionable,3,quality questionable,-0.296
Parka,4,parka,0.0
Digital print not fabric design,4,digital print fabric design,0.0
Someone please trade me your medium,5,trade medium,0.0
"Pretty, but unlined!",4,pretty unlined,0.4939
Paisley silk maxi dress,2,paisley silk maxi dress,0.0
Does not run true to size,1,run true size,0.4215
Smaller than size indicates,3,small size indicate,0.0
Shriks!,4,shriks,0.0
"No pockets, too long",3,pocket long,0.0
They are what I expected,4,expect,0.0
Really loose leg.,2,loose leg,-0.3182
Price is = to quality. Makes a nice summer weight shirt.,3,price   quality make nice summer weight shirt,0.4215
Well quality,4,quality,0.0
Sleeves are too tight.,2,sleeve tight,0.0
Not a jacket,1,jacket,0.0
Great fit and comfort,5,great fit comfort,0.8442
Kind of scratchy,3,kind scratchy,0.5267
COMFORTABLE!!,4,comfortable,0.5106
WAY overpriced & NOT as pictured,1,way overprice   picture,0.0
Softball pants for girls,1,softball pant girl,0.0
Please bring this dress back,5,bring dress,0.0
"Quality, right hand pocket liner not sewn together.  Small for size.",2,quality right hand pocket liner sew   small size,0.4939
"Attractive and good quality, but runs large",3,attractive good quality run large,0.7003
Not the same as others pictured,3,picture,0.0
The reviews tell the truth,4,review tell truth,0.3182
The fabric quality is good.  I am sure that wash and wear will be satisfactory.,5,fabric quality good   sure wash wear satisfactory,0.7717
Better Than Expected,5,well expect,0.2732
The worst material,1,bad material,-0.5423
Great pants for the price,5,great pant price,0.6249
Extremely light weight and comfortable,5,extremely light weight comfortable,0.552
Love the dress but it doesn't love me!,4,love dress not love,0.21
"Nice, but weird fabric",4,nice weird fabric,0.2732
"POS, fabric falling apart and there is no return now.",1,pos fabric fall apart return,0.0
Not recommended for girls with curves,2,recommend girl curve,0.3612
I'd you are a model,1,d model,0.0
Cute tee with fun neckline,4,cute tee fun neckline,0.743
Thinnest Shirt Ever,1,thin shirt,0.0
Good pants and comfortable,4,good pant comfortable,0.7351
Satisfied with exception of sleeve and leg length,4,satisfied exception sleeve leg length,0.4215
Quality is low as a $5 tshirt.,1,quality low 5 tshirt,-0.2732
Not as small as other reviewers have said,5,small reviewer say,0.0
Horrible!!,1,horrible,-0.5423
Shirt is nice and cool.,4,shirt nice cool,0.6249
"Nice quality, long arms",4,nice quality long arm,0.4215
Great value sweater for men or women,5,great value sweater man woman,0.7579
Lovely gem!!,5,lovely gem,0.5859
Cute skinny cords,5,cute skinny cord,0.4588
"cute, casual shirt",4,cute casual shirt,0.5859
Es un blazer sport,3,es un blazer sport,0.0
Too small and thin,3,small thin,0.0
"Beautiful dress, flawed design",3,beautiful dress flawed design,0.2023
Wanted to like this...,4,want like,0.4215
nice white sweater,4,nice white sweater,0.4215
The color green is not as pictured,2,color green picture,0.0
Fit large,2,fit large,0.3612
Feel like leggings,5,feel like legging,0.3612
Suggested size was way too small,3,suggest size way small,0.0
"Pretty, but shapeless",3,pretty shapeless,0.4939
Fall staple,4,fall staple,0.0
"Cheaply made, disappointing",2,cheaply disappointing,-0.4939
Two Pairs of Mens Pyjamas,2,pair men pyjama,0.0
Cute dress. Fit well,4,cute dress fit,0.6705
Pants big- Shirt small,3,pant big shirt small,0.0
Confidence-booster!,5,confidencebooster,0.0
I am 5’6” and way too long.,3,56 way long,0.0
They are thin,1,thin,0.0
Unique style and embroidery,4,unique style embroidery,0.0
IT IS ONLY PANTS.,2,pant,0.0
Already tore apart!,3,tear apart,0.0
super soft!,4,super soft,0.5994
Unusual and eyecatching,5,unusual eyecatche,0.0
Summery-est ever,5,summeryest,0.0
BUY THIS! Better than much more expensive brands,5,buy well expensive brand,0.2732
xlarge was too big  a large would have been better nice jacket -not a sweatshirt,4,xlarge big   large well nice jacket sweatshirt,0.5994
Pretty but not super-soft,4,pretty supersoft,0.4939
"Flirty dress, pretty accurate fit",4,flirty dress pretty accurate fit,0.743
Náutica is beautiful,5,náutica beautiful,0.5994
"I like this piece, but read on for a few notes",3,like piece read note,0.3612
