,Review,Rating,Review_clean,sentiment
1725,Love the shirt but do not wash!,3,love shirt wash,0.6369
1726,Shrunk terribly,1,shrunk terribly,-0.5574
1727,"Lovely colors in a relaxed, beautiful dress",5,lovely color relaxed beautiful dress,0.8979
1728,Do not wash,3,wash,0.0
1729,"Wants to be modern, but didnt get there.",4,want modern not,0.0772
1730,Love it with a design change,4,love design change,0.6369
1731,The perfect maxi skirt,5,perfect maxi skirt,0.5719
1732,Sack like,2,sack like,0.3612
1733,Buy one every color !,5,buy color,0.0
1734,Beware of care,3,beware care,0.4939
1735,"It's adorable, but...",4,adorable,0.4939
1736,Cute....but,3,cutebut,0.0
1737,Second attempt to write review...,4,second attempt write review,0.0
1738,Dont love,3,not love,-0.5216
1739,Amazing and it has pockets!!!,4,amazing pocket,0.5859
1740,Great dress for day or night,5,great dress day night,0.6249
1741,Will never be the same after washing,1,washing,0.0
1742,Great versatile shirt,4,great versatile shirt,0.6249
1743,Peasant with style!,4,peasant style,0.0
1744,Loved this until....,3,love,0.6369
1745,Cute but big!,5,cute big,0.4588
1746,So good!,5,good,0.4404
1747,"Transitional, versitile, and well-made dress",5,transitional versitile wellmade dress,0.0
1748,Great fit casual wear,5,great fit casual wear,0.8126
1749,Shrinks! don't buy,1,shrink not buy,0.0
1750,Patchwork dress,4,patchwork dress,0.0
1751,Gorgeous cardigan,5,gorgeous cardigan,0.6124
1752,Really small,2,small,0.0
1753,Most comfortable jeans!,5,comfortable jean,0.5106
1754,"Great skirt, runs small",5,great skirt run small,0.6249
1755,"Ok, but have seen better",4,ok see well,0.5106
1756,Interesting color,5,interesting color,0.4019
1757,The perfect cardigan,5,perfect cardigan,0.5719
1758,Sky blue is beautiful,5,sky blue beautiful,0.5994
1759,"Very comfortable and cute, too!",5,comfortable cute,0.743
1760,Light and flowy,4,light flowy,0.0
1761,Goes with anything,5,go,0.0
1762,Cute unique skirt,4,cute unique skirt,0.4588
1763,A zip-up jacket with a little extra style,4,zipup jacket little extra style,0.0
1764,Adorable all season skirt,5,adorable season skirt,0.4939
1765,Lovely product,5,lovely product,0.5859
1766,Cute in coral,5,cute coral,0.4588
1767,Lightweight cardigan,3,lightweight cardigan,0.0
1768,Light and airy pjs,5,light airy pjs,0.0
1769,Overall a nice purchase,4,overall nice purchase,0.4215
1770,Super cute and chic top,5,super cute chic,0.8402
1771,Lovely and perfect for summer,5,lovely perfect summer,0.8176
1772,This one picked me!,5,pick,0.0
1773,Cute style but a little large,4,cute style little large,0.4588
1774,Soft pretty poncho,5,soft pretty poncho,0.4939
1775,Comfortable & effortless,5,comfortable   effortless,0.5106
1776,Had potential,3,potential,0.0
1777,So cute and comfortable,5,cute comfortable,0.743
1778,Oh my goodness!,5,oh goodness,0.4588
1779,Cute summer tank,5,cute summer tank,0.4588
1780,"Soft, body conforming and comfy!",4,soft body conform comfy,0.0
1781,"Loved it, but it didn't work for me.",4,love not work,0.6369
1782,Striped skirt,5,stripe skirt,0.0
1783,Sizing differrent from other current pilcro skirts,4,size differrent current pilcro skirt,0.0
1784,New favorite !,5,new favorite,0.4588
1785,Solid versatile piece,5,solid versatile piece,0.1531
1786,Love this sweater; no need to dry clean,5,love sweater need dry clean,0.7845
1787,Nice mix of romantic and practical,5,nice mix romantic practical,0.6705
1788,Comfy & gorgeous,5,comfy   gorgeous,0.6124
1789,Cute crochet!,5,cute crochet,0.4588
1790,Slimming and comfortable,5,slimme comfortable,0.5106
1791,"Nice, casual top!",5,nice casual,0.5574
1792,Amazing cardigan,5,amazing cardigan,0.5859
1793,"If you want it more fitted, size down",5,want fit size,0.4215
1794,Touch of class,5,touch class,0.0
1795,Pretty big,4,pretty big,0.4939
1796,"Yoo big for smaller framws, but",3,yoo big small framws,0.0
1797,True comparison,4,true comparison,0.4215
1798,"Cute, comfy and flattering",5,cute comfy flattering,0.6486
1799,For kicking back or out to dinner.. gotta love it!,5,kick dinner get to love,0.6369
1800,Love lace,5,love lace,0.6369
1801,Beautiful transitional cardigan,5,beautiful transitional cardigan,0.5994
1802,Unwearable but pretty,1,unwearable pretty,0.4939
1803,Best top!,5,well,0.2732
1804,"Beautiful sweater, but pills",3,beautiful sweater pill,0.5994
1805,Dry clean only for casual top. no way!,2,dry clean casual way,0.5423
1806,Beautiful and snug,5,beautiful snug,0.5994
1807,You will fall in love in person,5,fall love person,0.6369
1808,Soft and casual,5,soft casual,0.2023
1809,"Lovely, but runs small",5,lovely run small,0.5859
1810,Yasss,5,yasss,0.0
1811,Not too thin; not too thick,5,thin thick,0.0
1812,Comfy summer pajama pants,5,comfy summer pajama pant,0.0
1813,I love it.,5,love,0.6369
1814,Perfect closet staple,5,perfect closet staple,0.5719
1815,My shoulder season companion,5,shoulder season companion,0.0
1816,My favorite!,5,favorite,0.4588
1817,"Nice, soft, cozy... sheds!",4,nice soft cozy shed,0.4215
1818,Vintage looking top,5,vintage look,0.0
1819,Snap neck pullover wardrobe staple,5,snap neck pullover wardrobe staple,0.0
1820,Ahoy swing dress,5,ahoy swing dress,0.0
1821,Sadly disappointed,2,sadly disappoint,-0.6705
1822,Elevates a basic turtleneck,5,elevate basic turtleneck,0.0
1823,Elegant & fun,5,elegant   fun,0.7506
1824,Gorgeous top,5,gorgeous,0.6124
1825,Has mohair,4,mohair,0.0
1826,"Soft, lovely top",4,soft lovely,0.5859
1827,"Cute, but the quality is so-so",3,cute quality soso,0.4588
1828,Adorable dress with vintage flare,5,adorable dress vintage flare,0.4939
1829,Comfy and cute!,5,comfy cute,0.4588
1830,My new go-to,5,new goto,0.0
1831,Great long sweater,4,great long sweater,0.6249
1832,Lovely flattering dress,5,lovely flattering dress,0.7269
1833,Sweater fits beautifully,5,sweater fit beautifully,0.7351
1834,Makes me feel beautiful!,5,make feel beautiful,0.5994
1835,"So soft, but sheds so much!",4,soft shed,0.0
1836,Washed and dried it!,5,wash dry,0.0
1837,Oops forgot to dry clean,5,oops forget dry clean,0.2023
1838,Snappy top,4,snappy,0.0
1839,Great black turtleneck,5,great black turtleneck,0.6249
1840,Feminine take on the classic polo,5,feminine classic polo,0.0
1841,Pretty and unique!,5,pretty unique,0.4939
1842,Beautiful in red,5,beautiful red,0.5994
1843,This sweater is everywhere!,2,sweater,0.0
1844,Snap neck pullover,5,snap neck pullover,0.0
1845,Perfect lace top,5,perfect lace,0.5719
1846,Absolutely adorable!,5,absolutely adorable,0.5413
1847,Soft and lovely,5,soft lovely,0.5859
1848,My favorite jeans,5,favorite jean,0.4588
1849,Fits amazing,5,fit amazing,0.743
1850,Very ivory in person,4,ivory person,0.0
1851,"Versatile, cute",5,versatile cute,0.4588
1852,I pity the fool who paid full price for these.,1,pity fool pay price,-0.6705
1853,Cozy yet stylish,5,cozy stylish,0.0
1854,It's all in the details,5,detail,0.0
1855,Classic and unique,5,classic unique,0.0
1856,Basic,5,basic,0.0
1857,Very flattering and easy to wear,5,flattering easy wear,0.6369
1858,Had high hopes but pattern is sewn crooked,2,high hope pattern sew crooked,0.4404
1859,Timeless staple in your closet,5,timeless staple closet,0.0
1860,Cute dress but the waist band runs way too large,3,cute dress waist band run way large,0.4588
1861,Great detailing,4,great detailing,0.6249
1862,This product is too hip,5,product hip,0.0
1863,Not for petite girls,3,petite girl,0.0
1864,Chevron pattern off center in back,1,chevron pattern center,0.0
1865,Chic harem pants,5,chic harem pant,0.2732
1866,Beware of the mint striped pattern,3,beware mint stripe pattern,0.0
1867,Favorite black pair of pants,5,favorite black pair pant,0.4588
1868,Unique fun jeans,5,unique fun jean,0.5106
1869,Cute and sweet,5,cute sweet,0.7184
1870,Rise hits much lower on me,2,rise hit low,-0.2732
1871,Awkward waist band,2,awkward waist band,-0.1531
1872,Pretty shirt!,4,pretty shirt,0.4939
1873,Loaded with feminine touches,4,load feminine touch,0.0
1874,The perfect black jean,5,perfect black jean,0.5719
1875,Absolutely wonderful.,5,absolutely wonderful,0.6115
1876,Fabulous vest,5,fabulous vest,0.5267
1877,Really cute spin on indispensable ankle jeans,5,cute spin indispensable ankle jean,0.4588
1878,Love these jeans!!,5,love jean,0.6369
1879,Love this vest,5,love vest,0.6369
1880,Most flattering suit i've ever seen,5,flattering suit ve see,0.3182
1881,I love them.,5,love,0.6369
1882,"Great jeans, horrible smell",2,great jean horrible smell,0.1531
1883,Pilcro jeans are amazing,5,pilcro jean amazing,0.5859
1884,Pretty skirt but very long,3,pretty skirt long,0.4939
1885,Pleasant surprise,5,pleasant surprise,0.6597
1886,"Perfect, effortless party look",4,perfect effortless party look,0.7506
1887,Short and small,3,short small,0.0
1888,"Unique, casual top",4,unique casual,0.2023
1889,A cozy peplum top,5,cozy peplum,0.0
1890,"Beautiful dress, awkward fit",3,beautiful dress awkward fit,0.7003
1891,Cute and so soft,4,cute soft,0.4588
1892,Just what i was looking for!,5,look,0.0
1893,Huesca,5,huesca,0.0
1894,Great layering piece!,5,great layering piece,0.6249
1895,Adorable and easy to combine w/bottoms,4,adorable easy combine wbottom,0.7269
1896,So soft!!,5,soft,0.0
1897,My new favorite jacket,5,new favorite jacket,0.4588
1898,Great layering piece!!,5,great layering piece,0.6249
1899,"Great style, poor quality",1,great style poor quality,0.25
1900,So unique  and pretty,5,unique   pretty,0.4939
1901,Beautiful and unique.,5,beautiful unique,0.5994
1902,Indigo love!!,5,indigo love,0.6369
1903,Great for curvy girls,4,great curvy girl,0.6249
1904,Perfect top,5,perfect,0.5719
1905,Perfect for petites,5,perfect petite,0.5719
1906,Built in saddlebags,1,build saddlebag,0.0
1907,So warm and cozy,5,warm cozy,0.2263
1908,Not for short or petite women,2,short petite woman,0.0
1909,Ski lodge turtleneck,4,ski lodge turtleneck,0.0
1910,Lovely lady lounging pants,5,lovely lady lounge pant,0.5859
1911,Like a nightgown!,5,like nightgown,0.3612
1912,Great jacket!!,5,great jacket,0.6249
1913,Super cute pants but run really big!,5,super cute pant run big,0.7845
1914,Drapes beautifully!,5,drape beautifully,0.5719
1915,Peplum,4,peplum,0.0
1916,Terrible,1,terrible,-0.4767
1917,Interesting design,3,interesting design,0.4019
1918,Cute styling,4,cute styling,0.4588
1919,My go to j,5,j,0.0
1920,Average top,3,average,0.0
1921,Super scratchy,2,super scratchy,0.5994
1922,Flirty,5,flirty,0.1531
1923,Soft and beautiful,5,soft beautiful,0.5994
1924,Defined waist,5,define waist,0.0
1925,Petite size is really short - nearly a crop top,2,petite size short   nearly crop,0.0
1926,"Pretty top, very comfortable",4,pretty comfortable,0.7579
1927,Great twist on a classic,4,great twist classic,0.6249
1928,Wearable,5,wearable,0.0
1929,"Comfortable, soft, flattering lounge pants",4,comfortable soft flattering lounge pant,0.6808
1930,Love the dress,5,love dress,0.6369
1931,"Beautiful design, very sheer",3,beautiful design sheer,0.5994
1932,Sold out,5,sell,0.0
1933,Nice shape but thin,3,nice shape thin,0.4215
1934,Great blouse with a twist,5,great blouse twist,0.6249
1935,Inconsistent size between the two colors,4,inconsistent size color,0.0
1936,Awesome tee,5,awesome tee,0.6249
1937,My favorite linen tee,4,favorite linen tee,0.4588
1938,Sweet summer dress,5,sweet summer dress,0.4588
1939,"Beautiful top, runs wide",4,beautiful run wide,0.5994
1940,Want this in every color,5,want color,0.0772
1941,"Nice design, but loose fit",3,nice design loose fit,0.4588
1942,Definitely ivory,4,definitely ivory,0.4019
1943,White lattice t,5,white lattice t,0.0
1944,Feminie and structured,5,feminie structure,0.0
1945,Design fix,3,design fix,0.0
1946,Oversized and does not drape well,1,oversized drape,0.0
1947,Good quality but seemed large for size,4,good quality large size,0.4404
1948,Lace inset is see through-runs large-loved mauve,4,lace inset throughrun largelove mauve,0.0
1949,Nice spin on a classic tee,4,nice spin classic tee,0.4215
1950,Cute top but not for the price,3,cute price,0.4588
1951,Small and see-through,3,small seethrough,0.0
1952,Extremely well made,5,extremely,0.0
1953,"Super-thin fabric, but really pretty",4,superthin fabric pretty,0.4939
1954,Like wearing art!,5,like wear art,0.3612
1955,"Pretty, but too long on my short torso",4,pretty long short torso,0.4939
1956,Gorgeous blouse; runs small,4,gorgeous blouse run small,0.6124
1957,Perfect white blouse!,5,perfect white blouse,0.5719
1958,Size up if you're busty,5,size busty,0.0
1959,Not flatteuing,3,flatteue,0.0
1960,Not too bad..,3,bad,-0.5423
1961,Not your normal white shirt!,4,normal white shirt,0.0
1962,Great design- beware the thin material!,4,great design beware thin material,0.6249
1963,Pros & cons,3,pro   con,0.0
1964,Love it so much i got both,5,love get,0.6369
1965,Cutesy,4,cutesy,0.4767
1966,This top is so cute!,4,cute,0.4588
1967,Beautiful flowy top,5,beautiful flowy,0.5994
1968,Soft & pretty!,5,soft   pretty,0.4939
1969,Gorgeous tunic,5,gorgeous tunic,0.6124
1970,"Cute capris, fit great",4,cute capris fit great,0.8625
1971,Great pant in petite size,4,great pant petite size,0.6249
1972,Wanted to like this...,4,want like,0.4215
1973,Love 'em!,5,love em,0.6369
1974,Very pretty sweater with nice detail,4,pretty sweater nice detail,0.7184
1975,So pretty...,5,pretty,0.4939
1976,Waist runs big,2,waist run big,0.0
1977,Fabulous long-sleeved cardigan,5,fabulous longsleeved cardigan,0.5267
1978,Unflattering flair,3,unflattering flair,0.0
1979,Not loose fit on me...,4,loose fit,0.0516
1980,Watch out for dye staining your load of laundry!,1,watch dye stain load laundry,0.0
1981,Pretty frock..,4,pretty frock,0.4939
1982,"Beautiful top, worth the necessary tailoring",4,beautiful worth necessary tailoring,0.7003
1983,Comfy and practical,5,comfy practical,0.0
1984,In love!!!,5,love,0.6369
1985,Just the right amount of pizzazz,5,right pizzazz,0.0
1986,Comfortable and unusual,5,comfortable unusual,0.5106
1987,Casual pant,5,casual pant,0.2023
1988,Love these pants but they are not colorfast --,3,love pant colorfast,0.6369
1989,Wash separately,3,wash separately,0.0
1990,Soft and pretty,5,soft pretty,0.4939
1991,First time purchase of pilcro!,5,time purchase pilcro,0.0
1992,Prettier in person!,5,pretty person,0.4939
1993,My cup of tea,5,cup tea,0.0
1994,Stunning day to evening top,5,stunning day evening,0.3818
1995,"Pretty color, but runs big.",3,pretty color run big,0.4939
1996,Versatile pant,5,versatile pant,0.0
1997,Great fit and style!,5,great fit style,0.765
1998,Plaid and dye fun,5,plaid dye fun,0.5106
1999,Cute and comfy spring pants,5,cute comfy spring pant,0.4588
2000,I beautiful and feels good,5,beautiful feel good,0.7783
2001,I want to live in these pants,5,want live pant,0.0772
2002,Bottoms,5,bottom,0.0
2003,"Beautiful embroidery, unique design",4,beautiful embroidery unique design,0.5994
2004,Comfy pants but run large,4,comfy pant run large,0.0
2005,Sweatercoat of the season,5,sweatercoat season,0.0
2006,Pilcro stet chino capris,5,pilcro stet chino capris,0.0
2007,Sweet on embroidery,5,sweet embroidery,0.4588
2008,Soft but fit oddly,3,soft fit oddly,0.3612
2009,Love this chino!,5,love chino,0.6369
2010,Ordered two,5,order,0.0
2011,Really wanted to love these,4,want love,0.6705
2012,Unique and a great fit,4,unique great fit,0.765
2013,Perfect symmetry in lifesaver colors,5,perfect symmetry lifesaver color,0.8176
2014,"Big, oversized sweater",2,big oversized sweater,0.0
2015,Cozy cool pullover,5,cozy cool pullover,0.3182
2016,"Well made, not correct fit for me",5,correct fit,0.3612
2017,Beautiful jumpsuit,5,beautiful jumpsuit,0.5994
2018,Gaping,2,gape,0.0
2019,So bummed,3,bum,0.0
2020,Legs are very long but beautiful,4,leg long beautiful,0.5994
2021,I wanted to love it,3,want love,0.6705
2022,"Like it, comfy, nice but dind't keep",4,like comfy nice dindt,0.6486
