,Review,Rating,Review_Length
3651,56 way long,3,27
3652,wear tank,5,23
3653,thick quality swingy,3,45
3654,cute thin dress,3,22
3655,cheap pay tag value,1,34
3656,great size,4,21
3657,shrink,2,7
3658,arrive damage left armpit stitch open like cape fix,2,96
3659,wrong sizing,2,12
3660,love difficult fit,4,23
3661,nice quality night beach,3,37
3662,pretty picture   awkward person,3,38
3663,colorful maxi,4,13
3664,literally unwearable,1,21
3665,excellent fit,5,14
3666,pretty cheap feeling,3,25
3667,tie waist deal breaker,3,22
3668,disapppointe,2,14
3669,beautiful versatile dress,4,27
3670,d buy,4,13
3671,order size 2,3,20
3672,speed delivery,5,17
3673,not sure choose right size perfect,5,60
3674,hot summer south,3,32
3675,nice ship fast,5,26
3676,waist ok leg way big baggy,2,63
3677,suit new,1,17
3678,cute shirt little tight,3,29
3679,wrinkle free shirt casual fit,3,36
3680,white dress shirt,3,17
3681,soooo comfortable,5,17
3682,fall apart 3 month,2,37
3683,fit like   skiany jean,1,27
3684,button instead zipper,1,36
3685,good quality   poor design,2,26
3686,feel frumpy,3,13
3687,fit long,3,43
3688,vintage   cozy unique adorable sweater,5,39
3689,nice 5 spandex make bit clingy,4,41
3690,super hot itchy,1,19
3691,straight leg loose fit,2,46
3692,amazing pattern right shape,2,48
3693,cheap material large collar not look like photo,1,53
3694,leg jumper,3,16
3696,bag long,1,28
3697,gather waist,3,34
3698,dirt spot receive,3,33
3699,delicate boxy,5,17
3700,need 1,5,17
3702,spring air,5,20
3703,fail read vest polyester shearlingline,3,45
3704,nice color bulky fit,3,21
3705,pretty pricey,4,17
3706,cute beware shrink,3,33
3707,nice breathable fabric,2,30
3708,shirt okay,3,18
3709,excellent shirt,4,15
3710,fabric bleed frost wash,1,29
3711,lining,3,9
3712,cute modern,4,15
3713,poor shape body type,3,27
3714,far favorite tshirt,5,26
3715,prepare short,4,33
3716,keep warm not bulky,5,30
3717,wish like,2,15
3718,good quality fit great,4,27
3719,cost low quality,3,30
3720,pant blazer different size,3,37
3721,omg good dress,5,18
3722,slender leg,3,21
3723,shrink lot soft,2,22
3724,huge flattering,1,23
3725,swallow alive,2,18
3726,build,1,21
3727,great boy suit travel,5,27
3728,love love love skirt,5,29
3729,horrible fit itchy material,1,31
3730,odd smell,1,9
3731,ugly design,1,11
3732,xs fit like 00p,4,16
3733,stylish versatile dress,5,24
3734,bad cut,2,7
3735,stunning,5,12
3736,short guy,5,17
3737,excellent pajama length long,4,40
3738,monet painting,5,16
3739,order receive incomplete,1,29
3740,jacket,2,13
3741,love dress   maternity,5,27
3742,wrangler,4,9
3743,great product price,5,23
3744,cute short,2,18
3745,specific person,3,21
3746,cute casual shirt,4,18
3747,great quality price small,4,51
3748,rip arm,1,18
3749,waist small,1,14
3750,terrible cut,2,12
3751,short,2,12
3752,tight thigh,4,19
3753,beautiful big,3,25
3754,color button,4,17
3755,order black receive blue,2,31
3756,difference quality,3,42
3757,material cheap like picture,1,61
3758,extra fabric,3,12
3759,want love,2,21
3760,tall slim fit,4,13
3762,true color,2,14
3763,short pair,2,36
3764,extremely thin material,2,23
3765,perfect fit feyanca,5,26
3766,material way resemble picture   person look cheap,1,72
3767,light,5,3
3768,size perfect,5,21
3769,not new color fade miss levis,2,67
3770,unstructured expensivelooke,2,40
3771,want love,4,27
3772,length short usually wear nice comfortable,3,79
3773,eh tummy control,3,21
3774,worst size discrepancy history,1,35
3775,way long knee,1,39
3776,thin,1,13
3777,good jean,5,15
3778,short   small picture description,2,43
3779,beautiful downside,4,30
3780,fabric comfortable,1,30
3781,great winter basic,4,19
3782,fall short expectation,3,27
3783,dark wash denim age unexpected,3,33
3784,love mickey mouse,5,19
3785,jean jean jean,3,17
3786,pocket open body,2,38
3787,lot compliment need spanx,4,37
3788,want love shirt,3,31
3789,not look like photo site,3,31
3790,great basic,5,15
3791,multiuse,5,10
3792,cute sleeve minimal stretch torso well bad,5,59
3793,garbage,1,7
3794,great dress,4,19
3795,need,4,14
3796,need send,1,19
3797,beautiful dress run bit big,4,31
3798,run small material good,1,40
3799,little tight,3,15
3800,washing instruction,1,20
3801,nice color fit comfortable fabric,5,41
3802,love itweare today,5,21
3803,cute uncomfortable awhile walk,4,43
3804,fit small,1,14
3805,definitely cut,5,19
3806,sadly fit right,2,30
3807,huuuuge,3,7
3808,perfect little sweater,5,22
3809,cute comfy spring pant,5,27
3810,nice online,2,29
3811,pretty cheap,1,16
3812,way long,3,12
3813,cheap material wrinkle,1,32
3814,channel laura ingall wilder,3,31
3815,size depend comor,5,27
3816,cute reservation,3,23
3817,look,2,26
3818,wayyyy sized,4,18
3819,photo mislead,3,19
3820,fun swingy black dress,4,22
3821,size function,2,17
3822,fabric wrinkle easily,3,22
3823,lovely feel color,4,21
3824,terrible fit scratchy fabric,1,32
3825,versitle sweater,4,16
3826,color black dark grey bad quality,1,49
3827,calvin blazer,1,13
3828,run way large   bummed return,3,41
3829,super cute wee bit small,4,28
3830,neck big,4,21
3831,net inside liner advertise,1,70
3832,beautiful wash,3,22
3833,like white,3,23
3834,adorable,4,13
3835,beautiful will not,1,25
3836,significant require,2,26
3837,lovely color beautiful detailing,4,33
3838,perfect beachside sweater,5,25
3839,nice lightweight short   shallow pocket,4,41
3840,creo q estira bastante hay q pedir la talla justa,5,49
3841,size good like say,2,25
3842,cancel return,5,20
3843,length picture,4,21
3844,not look good lovely cardigan,4,47
3845,shoulder,2,26
3846,red,5,10
3847,elegant timeless versatile,5,31
3848,comfortable shirt,5,17
3849,disappointing fit,2,18
3851,fit perfectly satisfy purchase,4,43
3852,great cut right,3,18
3853,good fit quality questionable,3,37
3854,flattering shirt,5,24
3855,great fall cardigan,5,19
3856,totally recommend,5,17
3857,cute right,3,28
3858,cozy   pretty color,4,24
3859,lightweight unlined shoulder pad love,5,52
3860,nice style issue,4,34
3861,comfortable   soft,4,18
3862,good jean,3,10
3863,large chest step away form,3,50
3864,like wear hug,5,18
3865,not wash,3,18
3866,surprisingly comfy flattering,5,33
3867,look well online run small,4,30
3868,run big,3,13
3869,button break instantly,1,30
3870,barely cover bum,2,21
3872,triangle not shape,2,25
3873,maxi dress,5,10
3874,not buy,1,18
3875,dress occasion,5,23
3876,keep dry make hot,3,32
3877,look deceive,2,20
3878,love comfy,5,16
3879,tela muy comoda,5,15
3880,fabric good quality,1,35
3881,order size,4,18
3882,long worth,2,19
3883,unwearable art,3,14
3884,sweet design short wear,3,42
3885,pretty true size,2,32
3886,huge unflattering,2,26
3887,great shape flow,5,20
3888,winner,1,12
3889,large collar,1,21
3890,beautifulbut overpriced,4,27
3891,quality   cut,1,13
3892,drape nicely,5,13
3893,soft cotton knit,3,21
3894,not work,2,21
3895,wish look cute person,2,32
3896,nice summer piece,5,17
3897,go,2,15
3898,encogen enseguida,2,18
3899,thick   shapless run large,1,33
3900,arrive sew wrongly left arm,1,41
3901,slit high helpful mention description,4,84
3902,cheap material collar stay pocket stay,2,59
3903,poor quality   disappoint,2,27
3904,stretch right place,5,31
3905,dress run small,1,21
3906,love piece,5,18
3907,feminine sweater,5,16
3908,small short,3,19
3909,eh like picture,1,23
3910,cute,5,10
3911,lovely cut fit   length,5,24
3912,weird fitting,3,13
3913,not like stitching,2,25
3914,white look like lab coat,3,29
3915,comfyso sad not fit,2,30
3916,wash,1,17
3917,great little jacket,5,20
3918,expect,4,15
3919,cute   purchase,4,31
3920,silhouette great picture,3,35
3921,cute dress wash dry clean,2,44
3922,thin short dull,3,17
3923,run small great length,2,27
3924,beautiful ill filtting,2,31
3925,cute need small adjustment,3,31
3926,inferior quality material,1,25
3927,lack quality,3,14
3928,gorgeous functional,3,29
3929,smelly shirt wash multiple time terrible odor,1,59
3930,wife say look like wear potato sack,1,57
3931,large shape,2,19
3932,rip week,1,21
3933,leg large look like skirt grand son,1,51
3934,zipper snag point unable,1,43
3935,extra,4,5
3936,cheap material not fit,1,38
3937,fit body style,2,25
3938,like jacket,4,31
3939,men 9 inch gym short,4,23
3940,pass,5,13
3941,fall dot,4,9
3942,shrink way not,2,37
3943,rip pocket,4,13
3944,material thin wide,3,37
3945,deliver wrong item,1,20
3946,fabric delicate,3,19
3947,upholstery material dry clean run small,2,48
3948,think material poorly,1,27
3949,buy dress,1,21
3950,cute blouse run small,4,27
3951,fit requirement,4,23
3952,cute,2,11
3953,perfect black jean,5,19
3954,soft fade,3,15
3955,huge miss ve hit,2,36
3956,beautiful girl curve,3,39
3957,great material price flattering curvy shape,3,64
3958,super comfy run large,4,41
3959,exacto se describe,5,18
3960,cotton,5,6
3961,definitely order size large casual blazer,4,55
3962,disappointing,2,18
3963,lovely print,3,13
3964,capri length capri length,1,29
3965,unfortunate design,3,18
3966,green carpet,4,24
3967,fabric make look large,2,38
3968,buy,5,8
3969,summer great winder,3,31
3970,not send fast,2,34
3971,great 6 wash,1,24
3972,love love love,5,20
3973,look like photo,1,28
3974,want love,2,15
3975,stumpy arm,2,11
3976,tt,4,7
3977,fleece hoodie,5,13
3978,zipper,2,10
3979,decent quality decent price,5,31
3980,wear backwards,4,25
3981,feel like swim,3,29
3982,good fit   nice quality material,5,34
3983,lovely soft color,5,18
3984,nice fit polo,5,21
3985,big,1,10
3986,short photo   shoulder tight,2,44
3987,dress young girl,4,27
3988,armhole big gap,3,21
3989,good,3,10
3990,shoulder narrow,1,26
3991,match pyjama buy year ago need replacement,4,75
3992,fabric content advertise,2,40
3993,pocket rip wear,1,28
3994,super short great sleeve tho,2,35
3995,perfect,2,26
3996,beautiful tent,3,14
3997,not cut waist straight cut fattere unfortunately go,3,99
3998,sirve,1,12
3999,large hole,2,17
4000,agree whimsy,1,23
4001,perfect elegant   complimentary,5,32
4002,great quality age,3,33
4003,sooo flattering,5,16
4004,fit properly,3,20
4005,graphic fabric handle,3,31
4006,confuse,1,9
4007,run small hassle return,2,31
4008,ruin wash,1,21
4009,small size,3,10
4010,great camp,5,14
4011,absolutely beautiful fit perfectly,5,36
4012,shrink lot,2,11
4013,perfect skirt,5,15
4014,poor zipper beautiful skirt,4,28
4015,big chest,3,19
4017,pant way long,3,18
4018,way,1,6
4019,igual lo que esperaba,5,23
4020,nice roomy,4,14
4021,send,2,12
4022,cute not curve,3,36
4023,big plan,3,27
4024,buy like iron   wash   wear advertise,2,56
4025,pretty run way small,3,29
4026,grecian style,5,13
4027,patchwork denim tank,2,20
4028,boxy size   good,1,33
4029,size,2,19
4030,100 cotton,4,11
4031,cozy beautiful wine color,4,26
4032,good jean stretch,3,42
4033,maybe 3 time,1,26
4034,label cause itching,3,20
4035,happy,5,8
4036,high quality dress,5,18
4037,cute shirt run large,2,25
4038,not like,3,15
4039,gorgous design poor fit,2,24
4040,neckline bother,3,19
4041,great design cheap fabric worth,2,45
4042,waist tight pant standard,2,41
4043,amazing value,5,14
4044,totally waterproof,5,18
4045,sorry buy 2,1,16
4046,beautiful small,3,31
4047,choose size kind wide nice elastic stylish,4,74
4048,perfect work go,5,31
4049,rip 2nd wear,3,18
4050,hope size love cellphone pocket reason buy,5,83
4051,boxy short,1,14
4052,fuzzy need dry clean,3,33
4053,wear year garbage,1,40
4054,good set pjs,4,16
4055,love floral design dress,3,33
4056,fit like glove feel great compliment,5,66
4057,seam rip open light use,1,32
4058,stretchy butt waist fit way big booty,2,68
4059,shirt run short length,1,26
4060,nellore blouse win,5,27
4061,weird color fit,2,19
4062,campera polar,5,13
4063,love,3,21
4065,oddly size,1,11
4066,pant worth buy worthless   way small,4,63
4067,great dress cut low,3,27
4068,pretty good problem,3,26
4069,short,5,14
4070,pant size,3,40
4071,quality,2,15
4072,straight line fit,2,33
4073,itchy itchy itchy,2,18
4074,lovely feminine need belt definition,5,43
4075,wow   bring brand size miss,1,65
4076,nice look polo half shirt,1,45
4077,pretty weird fit,2,20
4078,cute short,4,14
4079,awesome look   feel,5,19
4080,cute small,4,18
4081,fit small blue jean,3,37
4082,oversized cozy sweater,5,22
4083,irregular fit,1,13
4084,simply sit neck not look close turtle neck,2,62
4085,love,2,16
4086,stitch pill pull easily,3,32
4087,cute tunic,4,10
4088,expect,1,27
4089,gracia,5,7
4090,button,3,12
4091,beautiful design poor execution,1,32
4092,horrible,2,20
4093,slim fit,1,9
4094,cheap quality,1,15
4095,want love sadly return,1,38
4096,lightweight sheer sweater,3,26
4097,comfortable shirt dress,5,42
4098,cute collar,3,15
4099,nice simple,4,15
4100,little big like,5,32
4101,beautiful dress   run long,4,28
4102,liner short,2,28
4103,prepared hem not tall,4,44
4104,lightweight material cozy feel,5,31
4105,real long exchange medium tailor hem,3,90
4106,slim fit,3,13
4107,buy,4,4
4108,not waste time purchase product,1,45
4109,beautiful knit dress   run way large,2,38
4110,alternativa marcas tradicionale,5,34
4111,fav lee product,5,15
4112,hole time,3,20
4113,run 2 size small,2,27
4114,pair different size,1,30
4115,gorgeous dress receive damage,3,38
4116,guess go hard,5,15
4117,beautiful embellishment color,3,33
4118,bad world,1,20
4119,false sizing,1,12
4120,price,3,17
4121,clothin men elasticwaist pant,5,33
4122,trash,1,5
4124,compliment daughter wed,5,42
4125,pretty maxie dress,4,19
4126,great quality short,4,20
4127,order extra small receive large,3,43
4128,dream pant come true,5,24
4129,order size true size,2,40
4130,pretty baggy,3,16
4131,perfect fit figure,5,27
4132,modern basic tee,4,16
4133,split 3weeks light use,1,28
4134,pretty dress oddly cut middle,4,40
4135,lovely right,4,26
4136,sorry return,1,24
4137,little black winter dress,4,25
4138,real color look like photo,1,39
4139,simple large,2,16
4140,wayyy small,2,14
4141,502 taper leg fit,1,30
4142,cheap  ,5,17
4143,sewing quality good cheaply,1,59
4144,fly lie,3,16
4145,dreamy vest,3,11
4146,pretty big,5,21
4147,decent sweater,3,14
4148,large   boxy,2,12
4149,great suit body type,4,30
4150,not expect,1,23
4151,nice style   detail,4,19
4152,picture,3,15
4153,cut show photo,1,27
4154,dryer low heat,1,40
4155,regular size long sleeve,4,39
4156,stretch   lot,1,20
4157,r comfy cute,5,21
4158,size run large,1,22
4159,go summer staple,5,28
4160,return refunddo buy vendori,1,55
4161,pretty run huge,3,21
4162,fine fitness class,3,24
4163,cut expected update smell omg,1,47
4164,color expect vibrant yellow,2,41
4165,look good fit like crap,1,26
4166,genuine,1,11
4167,salió defectuoso,1,16
4168,excessive shrinking,3,19
4169,great fit thick thigh,5,27
4170,elegant,5,10
4171,absolute steal sale price,5,28
4172,fence,3,13
4173,notice big flare leg,3,36
4174,thin warm,1,21
4175,sweater big,1,18
4176,love ruffle detail,5,22
4177,baggy fit way baggy,1,30
4178,material way stiff,2,30
4179,good like come picture like,3,64
4180,attractive,4,10
4181,simply gorgeous,5,17
4182,set,1,9
4183,nice comfy,5,15
4184,great,2,9
4185,short long,1,18
4186,long,2,19
4187,love dress,5,14
4188,sleeve pretty rest terrible,1,49
4189,workout,4,7
4190,well,3,15
4191,beautiful design way large,2,31
4192,arm long,3,17
4193,not like shirt,1,20
4194,pretty party piece,4,18
4195,fit like size not bellybutton,3,49
4196,short mumu,2,10
4197,thick beautiful sweater,5,28
4198,cute versatile dress,4,21
