,Review,Rating,Review_clean,sentiment
1750,Color in the picture does NOT match the color of the one in picture !,1,color picture match color picture,0.0
1751,Beat my expectations,4,beat expectation,0.0
1752,Conversationalist buttondown,3,conversationalist buttondown,0.0
1753,Still not sure about this,3,sure,0.3182
1754,Only2 pair,1,only2 pair,0.0
1755,Poor design.,1,poor design,-0.4767
1756,Order a size smaller than your usual size.,3,order size small usual size,0.0
1757,Length is far too short,2,length far short,0.0
1758,"Runs quite large, but beautiful",3,run large beautiful,0.5994
1759,Cute dress... for summer!,4,cute dress summer,0.4588
1760,DON’T iron or steam this garment!,1,not iron steam garment,0.0
1761,Fabric looks cheap,1,fabric look cheap,0.0
1762,Perfect dress for work,4,perfect dress work,0.5719
1763,Poor bust design,3,poor bust design,-0.4767
1764,Great fit but smells terrible,2,great fit smell terrible,0.5423
1765,Thumbs up for the downhill skier blouse,5,thumb downhill skier blouse,0.0
1766,Cute !!,4,cute,0.4588
1767,Fits a size smaller than advertised.,1,fit size small advertise,0.3612
1768,Gorgeous jewel tone color,4,gorgeous jewel tone color,0.7579
1769,Pretty cute but...,3,pretty cute,0.7351
1770,Love the pants but two of them look identical and one don’t look anything like what I purchased.,4,love pant look identical not look like purchase,0.4749
1771,Nice staple to have for leggings,4,nice staple legging,0.4215
1772,Beyond boxy,1,boxy,0.0
1773,So happy with purchse!,5,happy purchse,0.5719
1774,The pants too big and thread came out the pants but the coat was just right,2,pant big thread come pant coat right,0.0
1775,A perfect 10 !,5,perfect 10,0.5719
1776,No support = lots of side boob,4,support   lot boob,0.4019
1777,Weird boxy fit,3,weird boxy fit,0.2023
1778,"Cute, but the quality is so-so",3,cute quality soso,0.4588
1779,Go to going out tank,5,go tank,0.0
1780,Runs large and is not flattering,2,run large flattering,0.3182
1781,Too small and short,3,small short,0.0
1782,legs to big,2,leg big,0.0
1783,Scratchy!,2,scratchy,0.0
1784,Beware the butt sag.,2,beware butt sag,0.0
1785,Sizes,2,size,0.0
1786,Ripped 1 hour into first usage.,1,rip 1 hour usage,0.0
1787,Not great fit for those with long legs,2,great fit long leg,0.765
1788,Very breathable fabric for hot summer days!,5,breathable fabric hot summer day,0.0
1789,These are not high rise,2,high rise,0.0
1790,Buyer Beware!,1,buyer beware,0.0
1791,Great dress but runs too big,4,great dress run big,0.6249
1792,Don’t like,1,not like,-0.2755
1793,Shrank drastically the first time inwashed it,3,shrink drastically time inwashe,0.0
1794,jean length and size,2,jean length size,0.0
1795,My dad looked it!!,5,dad look,0.0
1796,Best thing i've bought myself in a long time!,5,good thing ve buy long time,0.4404
1797,This is super great.,5,super great,0.8402
1798,Mavis patchwork buttondown,4,mavis patchwork buttondown,0.0
1799,"This product does not wash well, came out of delicate cycle faded and blotchy",1,product wash come delicate cycle fade blotchy,0.0516
1800,Great shorts except for one thing,4,great short thing,0.6249
1801,Comfy classic,5,comfy classic,0.0
1802,"Pants are great, pockets are terrible and constantly rip.",2,pant great pocket terrible constantly rip,0.25
1803,"Cute style, terrible material",2,cute style terrible material,-0.0258
1804,Disappointing - shoulders don't stay down,2,disappointing   shoulder not stay,-0.4939
1805,"Easy to wear, casual-elegant",4,easy wear casualelegant,0.4404
1806,Nice....runs small....,4,nicerun small,0.0
1807,Black part runs,2,black run,0.0
1808,A little incongruous,3,little incongruous,0.0
1809,Ripped in crotch on day one.,2,rip crotch day,0.0
1810,Tight,2,tight,0.0
1811,Beautiful one-of-a-kind jacket,5,beautiful oneofakind jacket,0.5994
1812,Perfect for almost any weather,5,perfect weather,0.5719
1813,The shirts are comfortable but the pant are way to big; I will be returning my last order,2,shirt comfortable pant way big return order,0.5106
1814,Grandmas draperies dress,1,grandmas draperie dress,0.0
1815,Not for summer great for winder,3,summer great winder,0.6249
1816,Nice concept. disappointing reality.,2,nice concept disappointing reality,-0.1027
1817,Comfortable and launders great,5,comfortable launder great,0.8126
1818,Washed & Unknown Stain Appeared,1,wash   unknown stain appear,0.0
1819,"Cheap material, no pockets, and awkwardly cut.",1,cheap material pocket awkwardly cut,-0.5267
1820,Better than i even thought!,5,well think,0.2732
1821,Short!,2,short,0.0
1822,A piece that stands out,4,piece stand,0.0
1823,"Very thin, not soft",2,thin soft,0.0
1824,Great sweater - runs big!,4,great sweater   run big,0.6249
1825,Second time's a charm,4,second time charm,0.4019
1826,Too short but otherwise great!,4,short great,0.6249
1827,"Love the stretch, and lightweight feel",5,love stretch lightweight feel,0.6369
1828,Fun wardrobe addition-get it on sale...,4,fun wardrobe additionget sale,0.5106
1829,Can’t get wrinkles out,1,not wrinkle,0.0
1830,Lasted a week,1,last week,0.0
1831,Feels great,5,feel great,0.6249
1832,Comfort and Fit,5,comfort fit,0.6124
1833,"Cute color, but not a flattering dress",2,cute color flattering dress,0.6486
1834,Cute and versatile top,4,cute versatile,0.4588
1835,Cute but terribly made,2,cute terribly,-0.1531
1836,The Gamble,1,gamble,0.0
1837,Olive is more like charcoal color,3,olive like charcoal color,0.3612
1838,"Beautiful, but consider petite!",4,beautiful consider petite,0.5994
1839,"Smelly shirt, washed multiple times still has terrible odor",1,smelly shirt wash multiple time terrible odor,-0.4767
1840,Weird shape.,2,weird shape,-0.1779
1841,Really disgraceful - Linen pants & vest,1,disgraceful   linen pant   vest,0.0
1842,Tiny buttons break,3,tiny button break,0.0
1843,Heavier and less stretch than expected,4,heavy stretch expect,0.0
1844,Holes in knees,1,hole knee,0.0
1845,Order 1 size up.  Runs small,1,order 1 size   run small,0.0
1846,This blouse is so cute! Fits well and very comfortable,5,blouse cute fit comfortable,0.8316
1847,Cute Jeans No Stretch,1,cute jean stretch,0.4588
1848,Fit well and a quality item.,5,fit quality item,0.3612
1849,Good quality fit great,5,good quality fit great,0.8591
1850,Feminine and sexy,4,feminine sexy,0.5267
1851,Very Cropped,3,cropped,0.0
1852,Best fit found,4,well fit find,0.5574
1853,buy these right now,5,buy right,0.0
1854,Mustard color,4,mustard color,0.0
1855,Exactly what i wanted!,5,exactly want,0.0772
1856,"I love the vest. However, it fits too small for my size.",2,love vest fit small size,0.7717
1857,Beautiful dress but needs a slip,4,beautiful dress need slip,0.5994
1858,Good alternative to boy jeans......,4,good alternative boy jean,0.4404
1859,"Awesome, stylish blazer",5,awesome stylish blazer,0.6249
1860,Complete color shocker!,2,complete color shocker,-0.1531
1861,I can't believe that this has so many good reviews,2,not believe good review,-0.3412
1862,A little thinner than expected,5,little thin expect,0.0
1863,"Unless you are twiggy, this is shape less",1,twiggy shape,0.0
1864,Fits way to small,2,fit way small,0.3612
1865,Its cheaper on Sheins actually website,1,cheap shein actually website,0.0
1866,Wasn’t what expected,1,not expect,0.0
1867,Don’t buy this product!!!,1,not buy product,0.0
1868,Very average,3,average,0.0
1869,Is too long?,3,long,0.0
1870,Cute but short,4,cute short,0.4588
1871,Just doesn't fit right,1,not fit right,-0.2755
1872,waterproof,5,waterproof,0.0
1873,Light Weight,4,light weight,0.0
1874,This style runs very large,3,style run large,0.0
1875,Lovely option if you are petite,4,lovely option petite,0.5859
1876,Amazing jeans!,5,amazing jean,0.5859
1877,Another sheer shirt,3,sheer shirt,0.0
1878,Save youself from future aggravation these slacks are not slim fit !!,2,save youself future aggravation slack slim fit,0.6908
1879,Fun holiday top,4,fun holiday,0.7184
1880,"Very nice, but not for me",4,nice,0.4215
1881,Pretty but not as pictured,3,pretty picture,0.4939
1882,"Great Shorts - one itsy bitsy teeny weeny ""bitch""",4,great short   itsy bitsy teeny weeny bitch,0.0772
1883,A little tighter than a denim version,4,little tight denim version,0.0
1884,"Poor quality, unflattering fit",2,poor quality unflattering fit,-0.1531
1885,Didn't stand up to washing,2,not stand washing,0.0
1886,Fit is a little too snug!,4,fit little snug,0.3612
1887,Sweater love!,5,sweater love,0.6369
1888,So silky soft and lightweight,5,silky soft lightweight,0.0
1889,Boxy fit and sleeves too long,1,boxy fit sleeve long,0.3612
1890,Love pilcro!,5,love pilcro,0.6369
1891,Search Ends here,5,search end,0.0
1892,Beautiful and unique but didn't work for me,4,beautiful unique not work,0.5994
1893,Belt loops too tight,3,belt loop tight,0.0
1894,Seemed more like a jacket to me,4,like jacket,0.3612
1895,Black stripes bled into white,2,black stripe bleed white,0.0
1896,"Description way off, but beautiful dress",5,description way beautiful dress,0.5994
1897,A Great Shirt For The Price,5,great shirt price,0.6249
1898,Love this pattern,3,love pattern,0.6369
1899,Lovely...not on me,2,lovelynot,0.0
1900,Stunning top!,5,stunning,0.3818
1901,Even after I ordered a size down......too big.,1,order size downtoo big,0.0
1902,Loved this but too short for me,4,love short,0.6369
1903,Color is very dull and does not look like in the pictures.,2,color dull look like picture,-0.0516
1904,Size up for sure!,3,size sure,0.3182
1905,One Fatal Flaw,3,fatal flaw,-0.5423
1906,Amazing fit!!!,5,amazing fit,0.743
1907,"Cute jeans, terrible quality!",1,cute jean terrible quality,-0.0258
1908,Dulled after 2 washes,3,dull 2 wash,-0.4019
1909,"Great product, however it arrived smelling like BO!!! After a wash, it was great though!",3,great product arrive smell like bo wash great,0.8934
1910,DID'NT LIKE IT,2,not like,-0.2755
1911,After a few washes sticking comes apart,5,wash stick come apart,0.0
1912,"Pretty, yet boxy",3,pretty boxy,0.4939
1913,Missing pants,1,miss pant,-0.1531
1914,The bottoms are tearing at the seam on both legs. Would never recommend this product.,2,bottom tear seam leg recommend product,0.3612
1915,Bad button holes,2,bad button hole,-0.5423
1916,Trendy and nice casual,3,trendy nice casual,0.5574
1917,Not to my standards,1,standard,0.0
1918,These are perfect undershirts but not so much as a normal tshirt though,4,perfect undershirt normal tshirt,0.5719
1919,Levi’s look good,4,levis look good,0.4404
1920,Este artículo no llegó del tamaño que esperaba,1,este artículo llegó del tamaño que esperaba,0.0
1921,My wife loves this dress!,5,wife love dress,0.6369
1922,"Me quedó bien, aunque es un poco estrecho en las pantorrillas.",5,quedó bien aunque es un poco estrecho en las pantorrillas,0.0
1923,The fit is great,5,fit great,0.765
1924,Fantastic fit! Very comfortable!,5,fantastic fit comfortable,0.8555
1925,Beautiful pants that are way too big!,3,beautiful pant way big,0.5994
1926,Jacket too small,4,jacket small,0.0
1927,"Wanted to love it, but just kinda like it",3,want love kinda like,0.7722
1928,Many compliments!,4,compliment,0.4767
1929,Perfect look layered or on its own.,4,perfect look layered,0.5719
1930,Not Sure How Long They’ll Hold Up,4,sure long ll hold,0.3182
1931,The picture lead you to think it’s long in length but it’s not very disappointing,3,picture lead think long length disappointing,-0.4939
1932,Beautiful but too small...,4,beautiful small,0.5994
1933,Way too large,1,way large,0.0
1934,Misleading photo,2,mislead photo,0.0
1935,Nice shirt but huge not true to size,3,nice shirt huge true size,0.7845
1936,Elegant and feminine.,5,elegant feminine,0.4767
1937,Way Too Small,2,way small,0.0
1938,Design flawed,2,design flaw,0.0
1939,Can dress up or down,4,dress,0.0
1940,Top has great colors,4,great color,0.6249
1941,disppointed,1,disppointe,0.0
1942,Medium fits like a large,4,medium fit like large,0.6124
1943,Expected a comfortable fit. Instead they were tight and inflexible.,2,expect comfortable fit instead tight inflexible,0.7003
1944,Much smaller than XL,1,small xl,0.0
1945,Great customer service & quality!,5,great customer service   quality,0.6249
1946,They keep their shape,4,shape,0.0
1947,Fits very small,3,fit small,0.3612
1948,Best pack of shirts for the price fit good look good,4,good pack shirt price fit good look good,0.8807
1949,Not meant for girls with chests,2,mean girl chest,0.0
1950,Much too big,2,big,0.0
1951,Most hand made looking sweater,5,hand look sweater,0.4939
1952,Not as cute in person,2,cute person,0.4588
1953,No as described,1,describe,0.0
1954,Uncomfortable but pretty.,3,uncomfortable pretty,0.1531
1955,Seriously?! SMH…,1,seriously smh,-0.4588
1956,tech pocket,4,tech pocket,0.0
1957,This is a MATernity dress!,1,maternity dress,0.0
1958,Quedo justo como lo esperaba,4,quedo justo como lo esperaba,0.0
1959,Served it purpose,5,serve purpose,0.0
1960,A tad scratchier than most,4,tad scratchi,0.0
1961,HORRIBLE & POORLY MADE GARMENT,1,horrible   poorly garment,-0.5423
1962,Loved them but...,4,love,0.6369
1963,This sweater dress is a keeper,4,sweater dress keeper,0.0
1964,Needs a better discription,1,need well discription,0.2732
1965,Material too thin.,1,material thin,0.0
1966,Not for the large busted,3,large bust,0.0
1967,Not loving the fabric,3,love fabric,0.6369
1968,Runs small in my opinion,4,run small opinion,0.0
1969,Oder up size bigger,5,oder size big,0.0
1970,The order was NOT complete.,2,order complete,0.0
1971,Amazon Essentials is my new brand,5,amazon essential new brand,0.1779
1972,Good summer datetop,5,good summer datetop,0.4404
1973,Comfy but legs are too baggy,3,comfy leg baggy,0.0
1974,A bit long for length 31,3,bit long length 31,0.0
1975,"Cute dress, but wasn’t flattering on",2,cute dress not flattering,0.2589
1976,Odd back pockets,3,odd pocket,-0.3182
1977,Significant other required,2,significant require,0.2023
1978,DONT ORDER Khaki!!!,2,not order khaki,0.0
1979,"Very cute, nice details, good fit",5,cute nice detail good fit,0.8807
1980,Lovely color but...,3,lovely color,0.5859
1981,A little smaller than expected,3,little small expect,0.0
1982,The insulation,3,insulation,0.0
1983,Runs large. I bought the large but returning for a medium.,5,run large buy large return medium,0.0
1984,Fine for a fitness class,3,fine fitness class,0.4404
1985,Really unique top,4,unique,0.0
1986,I wish they would redo,2,wish redo,0.4019
1987,Way too small in waist and way too long in length.,1,way small waist way long length,0.0
1988,Knock off??,1,knock,0.0
1989,"If you’re small, it will be HUGE on you",3,small huge,0.3182
1990,It looks like a lab coat,3,look like lab coat,0.3612
1991,"High quality, on trend",4,high quality trend,0.0
1992,"Big yes, tall NO!!!!",1,big yes tall,0.4019
1993,The pleats in this jacket are unruly,3,pleat jacket unruly,0.0
1994,Sizing seems inconsistent,1,size inconsistent,0.0
1995,Keeping; green was darker than expected,4,keep green dark expect,0.0
